,Product,Price,Links,Brand,Os,Ram,Memory
122,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JAD32fMhy4WuDY81wMEOhFkAAAGRfimGKgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCjx_dS/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=0ae52a5f-d200-439e-ae1e-828e49ed53dc&pd_rd_w=xADya&pd_rd_wg=qUr0R&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=KJPN0APW6H6JPDZZQJDX&qid=1724398536&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-241-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
123,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JISE7XtUcYur-kbt5RuWR6kAAAGRfimqMgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBuo9ww/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=0253b6bc-e442-43ee-a03b-f4495e715279&pd_rd_w=jtN9a&pd_rd_wg=gSHnl&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=X4XM15ZMWP9D4YFDWGJE&qid=1724398545&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-273-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
124,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JNu0chYHkphX5JX_ZYawxi8AAAGRfinN3gMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDylmGj/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=14a92ed6-3b31-44b3-803d-eea84c9c6448&pd_rd_w=RGv0H&pd_rd_wg=j71VW&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=TBGRXJWXHVRWEH16B1QW&qid=1724398554&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-305-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
125,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JBEJbqnUC1XU0a15S9H2vJ4AAAGRfinfLgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICD6hAfx/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=8f474d69-cac5-47fa-8c17-40b56a8e20fc&pd_rd_w=XrdlF&pd_rd_wg=SrtgR&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=HRM1XXF6KR8D0KS8NJCT&qid=1724398558&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-337-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
126,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JO8JSkI4WkgjLHBSI2vCauAAAAGRfin4bgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICA2NXl6/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=e60fa69f-e16f-45cd-96b2-c4a7c726bac1&pd_rd_w=2klGx&pd_rd_wg=QCsDj&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=6P7Y0QGXHRTAGN9QJRDA&qid=1724398565&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-385-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
127,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JKUXiEyb9gl7tnzeKc9bm_MAAAGRfioWBwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBFnZo6/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=a03fe69c-7715-475a-ae21-2cee80cb77a7&pd_rd_w=x8eju&pd_rd_wg=zFofi&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=2J35QYHQMEWCPY1EKXJN&qid=1724398572&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-433-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
128,"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| without Charger","21,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUzODQxNDExNjIwNzUyOjE3MjQzOTg0NzM6c3BfYXRmX25leHQ6MzAwMjk3OTczMzg4OTMyOjowOjo&url=%2FSamsung-Thunder-Storage-Corning-Gorilla%2Fdp%2FB0D813539C%2Fref%3Dsr_1_49_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398473%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Samsung,Android 14,8 GB,128 GB
129,"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| without Charger","21,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODU1NTk4MTY5NjQzNDY6MTcyNDM5ODU2MTpzcF9idGY6MzAwMjk3OTczMzg4OTMyOjowOjo&url=%2FSamsung-Thunder-Storage-Corning-Gorilla%2Fdp%2FB0D813539C%2Fref%3Dsr_1_357_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398561%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-357-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Samsung,Android 14,8 GB,128 GB
130,Apple iPhone 15 (128 GB) - Blue,"70,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUzODQxNDExNjIwNzUyOjE3MjQzOTg0NzM6c3BfYXRmX25leHQ6MzAwMDU3NTk0NTM3NTMyOjowOjo&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX2F5QT%2Fref%3Dsr_1_50_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398473%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Apple,iOS,,128 GB
131,"realme NARZO N63 (Twilight Purple,4GB RAM+128GB Storage) 45W Fast Charge | 5000mAh Durable Battery | 7.74mm Ultra Slim | 50MP AI Camera | AI Boost","8,998",https://www.amazon.in/realme-Twilight-Storage-5000mAh-Durable/dp/B0D54F4B44/ref=sr_1_51?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-51,realme,Android 14,4 GB,128 GB
132,"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","21,499",https://www.amazon.in/Samsung-Moonlight-Storage-Corning-Gorilla/dp/B0D813HQFN/ref=sr_1_52?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-52,Samsung,Android 14,8 GB,128 GB
133,"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","21,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTYxMTY4NjY4NDM2ODM2OjE3MjQzOTg0ODg6c3BfbXRmOjMwMDI5Nzk3MzM4ODgzMjo6MDo6&url=%2FSamsung-Moonlight-Storage-Corning-Gorilla%2Fdp%2FB0D813HQFN%2Fref%3Dsr_1_107_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.iPQ7g8kSFH6AZGxuc6S5gEgOqfxXsYfG8NakPEDPsML96QbwP2hzGO0BkwlvDtgqChWHPlc0RiJWO5CLSKZJsxZ-soISgv2GSDBQR7PG0TznpvcULuw9Cwfq80AWj5Md8v4NUbCmpzYxEwAv9SWtm5nGseouuJ0sssO2_iNc9UJ-7qQc2bzxonXWQ_1d66ttc_LjU2rLAykaS81O69P563c1hSVG8UencEQfrIJG5jc.lNl8r3Y_d-8bB33lZJDR5pkkMzPNRJnIpgSNdFTuv9c%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398488%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Samsung,Android 14,8 GB,128 GB
134,"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","21,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9idGY6MzAwMjk3OTczMzg4ODMyOjowOjo&url=%2FSamsung-Moonlight-Storage-Corning-Gorilla%2Fdp%2FB0D813HQFN%2Fref%3Dsr_1_373_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-373-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Samsung,Android 14,8 GB,128 GB
135,Redmi 12 5G Pastel Blue 8GB RAM 256GB ROM,"13,999",https://www.amazon.in/Redmi-Pastel-Blue-8GB-256GB/dp/B0C9JFBGSJ/ref=sr_1_53?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-53,Redmi,"MIUI 14, Android 13.0",8 GB,8 GB
136,Redmi 12 5G Pastel Blue 8GB RAM 256GB ROM,"13,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjQ4NjMyMzc2NzY0Nzg3OjE3MjQzOTg1MDU6c3BfbXRmOjMwMDAyODA1ODgzNTkzMjo6MDo6&url=%2FRedmi-Pastel-Blue-8GB-256GB%2Fdp%2FB0C9JFBGSJ%2Fref%3Dsr_1_155_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.GvbpWuM2ljzWyU33Yg--kOZqCB2OhesPfkIbnzA34M3XwzGA8ruTAt6E0qAI7Or69XS8WnUwx4pfHdCceAT5AtmxQ7J88-3zQLwZ-Y4dlctvWpQWXOrHl7J4I4eBJw1JegHS21D7E9fRcgVAbypQmFIpTkOoBWLy8uj_oDSAH9R7cYuZDlFEjNLsf5UjwIsAaqkkNm0t7mf62w-tZKcOwqh-ifrxJSILeJmD80EOS90.mftH1od5WBH1XufhVhRRN2fABTSzNby9phZtwNMVx8E%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398504%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Redmi,"MIUI 14, Android 13.0",8 GB,8 GB
137,"realme NARZO 70 Pro 5G (Glass Green, 8GB RAM,256GB Storage) Dimensity 7050 5G Chipset | Horizon Glass Design | Segment 1st Flagship Sony IMX890 OIS Camera","18,998",https://www.amazon.in/realme-Storage-Dimensity-Chipset-Flagship/dp/B0CW61C6LK/ref=sr_1_54?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-54,realme,Android 14,8 GB,256 GB
138,"OnePlus 12R (Iron Gray, 8GB RAM, 128GB Storage)","39,999",https://www.amazon.in/OnePlus-Iron-Gray-128GB-Storage/dp/B0CQYMMP94/ref=sr_1_55?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-55,OnePlus,OxygenOS,8 GB,128 GB
139,"HONOR X9b 5G (Midnight Black, 8GB + 256GB) | India's First Ultra-Bounce Anti-Drop Curved AMOLED Display | 5800mAh Battery | 108MP Primary Camera | Without Charger","25,998",https://www.amazon.in/Midnight-Ultra-Bounce-Anti-Drop-Display-5800mAh/dp/B0CSDQ434W/ref=sr_1_56?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-56,Honor,MagicOS 7.2 | Android 13.0,8 GB,
140,"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 256GB Storage)","22,999",https://www.amazon.in/OnePlus-Super-Silver-256GB-Storage/dp/B0D5YD7QSS/ref=sr_1_57?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-57,OnePlus,OxygenOS,8 GB,256 GB
141,"POCO X6 5G (Mirror Black, 12 GB RAM 512 GB Storage)","21,999",https://www.amazon.in/POCO-Mirror-Black-RAM-Storage/dp/B0CT3SB6F5/ref=sr_1_58?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-58,POCO,"MIUI 14, Android 13.0",12 GB,
142,"(Refurbished) Samsung Galaxy Z Flip5 5G (Graphite, 8GB RAM, 512GB Storage)","93,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUzODQxNDExNjIwNzUyOjE3MjQzOTg0NzM6c3BfbXRmOjMwMDI1NDA3ODA4MjUzMjo6MDo6&url=%2FRefurbished-Samsung-Galaxy-Graphite-Storage%2Fdp%2FB0CYZ5CVT8%2Fref%3Dsr_1_59_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398473%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Samsung,Android 13.0,8 GB,512 GB
143,"(Refurbished) Samsung Galaxy Z Flip5 5G (Graphite, 8GB RAM, 512GB Storage)","93,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTc5MzIxMjY4NjYzMTkxOjE3MjQzOTg1NjU6c3BfYnRmOjMwMDI1NDA3ODA4MjUzMjo6MDo6&url=%2FRefurbished-Samsung-Galaxy-Graphite-Storage%2Fdp%2FB0CYZ5CVT8%2Fref%3Dsr_1_389_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398565%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-389-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Samsung,Android 13.0,8 GB,512 GB
144,Apple iPhone 15 Pro Max (1 TB) - Blue Titanium,"1,89,400",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUzODQxNDExNjIwNzUyOjE3MjQzOTg0NzM6c3BfbXRmOjMwMDA1NzU5NDU0MzEzMjo6MDo6&url=%2FApple-iPhone-15-Pro-Max%2Fdp%2FB0CHXB2R62%2Fref%3Dsr_1_60_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398473%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Apple,iOS,,1000 GB
